filename,path,size_mb,vendor,model,objective_power,mpp_x,mpp_y,width,height,n_levels,software,scan_date,status,error
a195bad0-357f-11eb-ae3c-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bad0-357f-11eb-ae3c-001a7dda7111.ndpi,1817.45333,hamamatsu,,40,0.227811190085657,0.22780081097088706,94208,82688,9,NDP.scan 2.5.85,2008/05/16,ok,
a195bad3-357f-11eb-9b59-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bad3-357f-11eb-9b59-001a7dda7111.ndpi,3321.350055,hamamatsu,,40,0.227811190085657,0.22780081097088706,110592,100608,9,NDP.scan 2.5.85,2008/05/16,ok,
a195bad6-357f-11eb-8742-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bad6-357f-11eb-8742-001a7dda7111.ndpi,1567.979401,hamamatsu,,40,0.227811190085657,0.22780081097088706,110592,90368,9,NDP.scan 2.5.85,2008/05/16,ok,
a195badc-357f-11eb-a490-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195badc-357f-11eb-a490-001a7dda7111.ndpi,748.44885,hamamatsu,,40,0.227811190085657,0.2278060004100508,122880,81152,9,NDP.scan 3.2.15,2008/05/16,ok,
a195bade-357f-11eb-96cc-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bade-357f-11eb-96cc-001a7dda7111.ndpi,335.129649,hamamatsu,,40,0.227811190085657,0.2278060004100508,49152,45824,9,NDP.scan 3.2.15,2008/05/16,ok,
a195bae0-357f-11eb-b35c-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bae0-357f-11eb-b35c-001a7dda7111.ndpi,508.760096,hamamatsu,,40,0.227811190085657,0.22780081097088706,65536,56064,9,NDP.scan 2.5.85,2008/05/16,ok,
a195bae3-357f-11eb-b1e7-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bae3-357f-11eb-b1e7-001a7dda7111.ndpi,2069.786998,hamamatsu,,40,0.227811190085657,0.22780081097088706,86016,96512,9,NDP.scan 2.5.85,2008/05/16,ok,
a195bae9-357f-11eb-b01c-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bae9-357f-11eb-b01c-001a7dda7111.ndpi,1696.035716,hamamatsu,,40,0.227811190085657,0.22780081097088706,81920,82944,11,NDP.scan 2.5.85,2008/05/16,ok,
a195baeb-357f-11eb-aac2-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195baeb-357f-11eb-aac2-001a7dda7111.ndpi,1218.293067,hamamatsu,,40,0.227811190085657,0.2278060004100508,77824,90624,10,NDP.scan 3.2.15,2008/05/16,ok,
a195baf5-357f-11eb-9e7a-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195baf5-357f-11eb-9e7a-001a7dda7111.ndpi,2126.769634,hamamatsu,,40,0.227811190085657,0.22780081097088706,106496,94464,9,NDP.scan 2.5.85,2008/05/16,ok,
a195bb02-357f-11eb-baf6-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb02-357f-11eb-baf6-001a7dda7111.ndpi,1576.70536,hamamatsu,,40,0.227811190085657,0.2278060004100508,86016,91136,11,NDP.scan 3.2.15,2008/05/16,ok,
a195bb05-357f-11eb-ab71-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb05-357f-11eb-ab71-001a7dda7111.ndpi,507.226686,hamamatsu,,40,0.227811190085657,0.2278060004100508,69632,66048,10,NDP.scan 3.2.15,2008/05/16,ok,
a195bb0a-357f-11eb-b2b4-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb0a-357f-11eb-b2b4-001a7dda7111.ndpi,474.647133,hamamatsu,,40,0.227811190085657,0.2278060004100508,53248,70144,10,NDP.scan 3.2.15,2008/05/16,ok,
a195bb11-357f-11eb-b4f1-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb11-357f-11eb-b4f1-001a7dda7111.ndpi,2657.432889,hamamatsu,,40,0.227811190085657,0.22780081097088706,98304,97536,9,NDP.scan 2.5.85,2008/05/16,ok,
a195bb18-357f-11eb-8a27-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb18-357f-11eb-8a27-001a7dda7111.ndpi,655.648183,hamamatsu,,40,0.227811190085657,0.2278060004100508,65536,75776,11,NDP.scan 3.2.15,2008/05/16,ok,
a195bb19-357f-11eb-a220-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb19-357f-11eb-a220-001a7dda7111.ndpi,331.486492,hamamatsu,,40,0.227811190085657,0.2278060004100508,61440,47104,10,NDP.scan 3.2.15,2008/05/16,ok,
a195bb20-357f-11eb-a78e-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb20-357f-11eb-a78e-001a7dda7111.ndpi,222.881177,hamamatsu,,40,0.227811190085657,0.2278060004100508,36864,58112,9,NDP.scan 3.2.15,2008/05/16,ok,
a195bb21-357f-11eb-b912-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb21-357f-11eb-b912-001a7dda7111.ndpi,54.012156,hamamatsu,,40,0.227811190085657,0.2278060004100508,24576,19712,9,NDP.scan 3.2.15,2008/05/16,ok,
a195bb27-357f-11eb-93cc-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb27-357f-11eb-93cc-001a7dda7111.ndpi,2946.134546,hamamatsu,,40,0.227811190085657,0.2278060004100508,94208,103424,11,NDP.scan 3.2.15,2008/05/16,ok,
a195bb2b-357f-11eb-9fcc-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb2b-357f-11eb-9fcc-001a7dda7111.ndpi,1746.841255,hamamatsu,,40,0.227811190085657,0.2278060004100508,90112,89600,10,NDP.scan 3.2.15,2008/05/16,ok,
a195bb31-357f-11eb-b01c-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb31-357f-11eb-b01c-001a7dda7111.ndpi,1596.230266,hamamatsu,,40,0.227811190085657,0.2278060004100508,65536,89600,10,NDP.scan 3.2.15,2008/05/16,ok,
a195bb32-357f-11eb-b275-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb32-357f-11eb-b275-001a7dda7111.ndpi,2466.917417,hamamatsu,,40,0.227811190085657,0.22780081097088706,114688,88832,9,NDP.scan 2.5.85,2008/05/16,ok,
a195bb35-357f-11eb-8ea2-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb35-357f-11eb-8ea2-001a7dda7111.ndpi,1866.769871,hamamatsu,,40,0.227811190085657,0.2278060004100508,106496,92160,11,NDP.scan 3.2.15,2008/05/16,ok,
a195bb36-357f-11eb-9bc5-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb36-357f-11eb-9bc5-001a7dda7111.ndpi,2674.08383,hamamatsu,,40,0.227811190085657,0.2278060004100508,94208,101632,9,NDP.scan 3.2.15,2008/05/16,ok,
a195bb3e-357f-11eb-820b-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb3e-357f-11eb-820b-001a7dda7111.ndpi,523.261804,hamamatsu,,40,0.227811190085657,0.2278060004100508,77824,63744,9,NDP.scan 3.2.15,2008/05/16,ok,
a195bb4a-357f-11eb-adce-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb4a-357f-11eb-adce-001a7dda7111.ndpi,1326.27791,hamamatsu,,40,0.227811190085657,0.2278060004100508,94208,86016,11,NDP.scan 3.2.15,2008/05/16,ok,
a195bb4c-357f-11eb-8ade-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb4c-357f-11eb-8ade-001a7dda7111.ndpi,1488.800421,hamamatsu,,40,0.227811190085657,0.22780081097088706,86016,88576,10,NDP.scan 2.5.85,2008/05/16,ok,
a195bb4d-357f-11eb-907d-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb4d-357f-11eb-907d-001a7dda7111.ndpi,1819.512954,hamamatsu,,40,0.227811190085657,0.22780081097088706,102400,85760,9,NDP.scan 2.5.85,2008/05/16,ok,
a195bb52-357f-11eb-93f8-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195bb52-357f-11eb-93f8-001a7dda7111.ndpi,1599.536482,hamamatsu,,40,0.227811190085657,0.22780081097088706,110592,91136,11,NDP.scan 2.5.85,2008/05/16,ok,
a195e1cf-357f-11eb-a906-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e1cf-357f-11eb-a906-001a7dda7111.ndpi,1416.786685,hamamatsu,,40,0.227811190085657,0.2278060004100508,94208,58368,11,NDP.scan 3.2.15,2008/05/16,ok,
a195e1d1-357f-11eb-8ab1-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e1d1-357f-11eb-8ab1-001a7dda7111.ndpi,112.245749,hamamatsu,,40,0.227811190085657,0.2278060004100508,32768,28928,9,NDP.scan 3.2.15,2008/05/16,ok,
a195e1d3-357f-11eb-86d9-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e1d3-357f-11eb-86d9-001a7dda7111.ndpi,140.353893,hamamatsu,,40,0.227811190085657,0.2278060004100508,36864,37632,9,NDP.scan 3.2.15,2008/05/16,ok,
a195e1d4-357f-11eb-ae49-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e1d4-357f-11eb-ae49-001a7dda7111.ndpi,72.395078,hamamatsu,,40,0.227811190085657,0.2278060004100508,32768,25344,9,NDP.scan 3.2.15,2008/05/16,ok,
a195e1db-357f-11eb-82c7-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e1db-357f-11eb-82c7-001a7dda7111.ndpi,156.444304,hamamatsu,,40,0.227811190085657,0.2278060004100508,40960,33792,10,NDP.scan 3.2.15,2008/05/16,ok,
a195e1df-357f-11eb-a578-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e1df-357f-11eb-a578-001a7dda7111.ndpi,2120.541226,hamamatsu,,40,0.227811190085657,0.2278060004100508,94208,100096,9,NDP.scan 3.2.15,2008/05/16,ok,
a195e1e1-357f-11eb-92d2-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e1e1-357f-11eb-92d2-001a7dda7111.ndpi,1724.482615,hamamatsu,,40,0.227811190085657,0.2278060004100508,94208,80896,11,NDP.scan 3.2.15,2008/05/16,ok,
a195e1e6-357f-11eb-9824-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e1e6-357f-11eb-9824-001a7dda7111.ndpi,71.728422,hamamatsu,,40,0.227811190085657,0.2278060004100508,28672,29696,9,NDP.scan 3.2.15,2008/05/16,ok,
a195e1ef-357f-11eb-b7e2-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e1ef-357f-11eb-b7e2-001a7dda7111.ndpi,1737.755992,hamamatsu,,40,0.227811190085657,0.2278060004100508,98304,69888,9,NDP.scan 3.2.15,2008/05/16,ok,
a195e1f0-357f-11eb-bff5-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e1f0-357f-11eb-bff5-001a7dda7111.ndpi,1004.632158,hamamatsu,,40,0.227811190085657,0.2278060004100508,81920,91136,11,NDP.scan 3.2.15,2008/05/16,ok,
a195e1f1-357f-11eb-8f80-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e1f1-357f-11eb-8f80-001a7dda7111.ndpi,931.068743,hamamatsu,,40,0.227811190085657,0.2278060004100508,73728,75520,9,NDP.scan 3.2.15,2008/05/16,ok,
a195e1f5-357f-11eb-815e-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e1f5-357f-11eb-815e-001a7dda7111.ndpi,224.170616,hamamatsu,,40,0.227811190085657,0.2278060004100508,45056,41472,10,NDP.scan 3.2.15,2008/05/16,ok,
a195e1f8-357f-11eb-b29e-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e1f8-357f-11eb-b29e-001a7dda7111.ndpi,1430.640119,hamamatsu,,40,0.227811190085657,0.22780081097088706,94208,91648,10,NDP.scan 2.5.85,2008/05/16,ok,
a195e1fd-357f-11eb-9723-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e1fd-357f-11eb-9723-001a7dda7111.ndpi,2515.80246,hamamatsu,,40,0.227811190085657,0.2278060004100508,90112,90880,9,NDP.scan 3.2.15,2008/05/16,ok,
a195e202-357f-11eb-b1aa-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e202-357f-11eb-b1aa-001a7dda7111.ndpi,1127.18115,hamamatsu,,40,0.227811190085657,0.2278060004100508,77824,85248,9,NDP.scan 3.2.15,2008/05/16,ok,
a195e207-357f-11eb-8fb6-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e207-357f-11eb-8fb6-001a7dda7111.ndpi,524.424201,hamamatsu,,40,0.227811190085657,0.22780081097088706,69632,62720,9,NDP.scan 2.5.85,2008/05/16,ok,
a195e209-357f-11eb-a95d-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e209-357f-11eb-a95d-001a7dda7111.ndpi,1280.487376,hamamatsu,,40,0.227811190085657,0.2278060004100508,86016,78848,11,NDP.scan 3.2.15,2008/05/16,ok,
a195e20c-357f-11eb-a759-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e20c-357f-11eb-a759-001a7dda7111.ndpi,799.492312,hamamatsu,,40,0.227811190085657,0.2278060004100508,69632,98816,10,NDP.scan 3.2.15,2008/05/16,ok,
a195e20d-357f-11eb-89f6-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e20d-357f-11eb-89f6-001a7dda7111.ndpi,1357.344189,hamamatsu,,40,0.227811190085657,0.22780081097088706,90112,77312,10,NDP.scan 2.5.85,2008/05/16,ok,
a195e210-357f-11eb-92a3-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e210-357f-11eb-92a3-001a7dda7111.ndpi,429.083753,hamamatsu,,40,0.227811190085657,0.2278060004100508,57344,70400,9,NDP.scan 3.2.15,2008/05/16,ok,
a195e214-357f-11eb-b09c-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e214-357f-11eb-b09c-001a7dda7111.ndpi,2501.13795,hamamatsu,,40,0.227811190085657,0.22780081097088706,102400,104192,9,NDP.scan 2.5.85,2008/05/16,ok,
a195e218-357f-11eb-907e-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e218-357f-11eb-907e-001a7dda7111.ndpi,210.714897,hamamatsu,,40,0.227811190085657,0.2278060004100508,32768,41728,9,NDP.scan 3.2.15,2008/05/16,ok,
a195e21c-357f-11eb-b93b-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e21c-357f-11eb-b93b-001a7dda7111.ndpi,1371.955436,hamamatsu,,40,0.227811190085657,0.22780081097088706,94208,84736,9,NDP.scan 2.5.85,2008/05/16,ok,
a195e220-357f-11eb-88fe-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e220-357f-11eb-88fe-001a7dda7111.ndpi,1335.913566,hamamatsu,,40,0.227811190085657,0.22780081097088706,81920,94720,10,NDP.scan 2.5.85,2008/05/16,ok,
a195e223-357f-11eb-a41f-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e223-357f-11eb-a41f-001a7dda7111.ndpi,327.709117,hamamatsu,,40,0.227811190085657,0.2278060004100508,65536,52736,10,NDP.scan 3.2.15,2008/05/16,ok,
a195e226-357f-11eb-815b-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e226-357f-11eb-815b-001a7dda7111.ndpi,2322.184347,hamamatsu,,40,0.227811190085657,0.22780081097088706,110592,80128,9,NDP.scan 2.5.85,2008/05/16,ok,
a195e233-357f-11eb-9083-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e233-357f-11eb-9083-001a7dda7111.ndpi,399.895312,hamamatsu,,40,0.227811190085657,0.22780081097088706,53248,47872,9,NDP.scan 2.5.85,2008/05/16,ok,
a195e235-357f-11eb-8350-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e235-357f-11eb-8350-001a7dda7111.ndpi,1413.843314,hamamatsu,,40,0.227811190085657,0.2278060004100508,98304,82944,11,NDP.scan 3.2.15,2008/05/16,ok,
a195e242-357f-11eb-a382-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e242-357f-11eb-a382-001a7dda7111.ndpi,907.542472,hamamatsu,,40,0.227811190085657,0.2278060004100508,73728,81920,11,NDP.scan 3.2.15,2008/05/16,ok,
a195e245-357f-11eb-9fd3-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e245-357f-11eb-9fd3-001a7dda7111.ndpi,2193.290413,hamamatsu,,40,0.227811190085657,0.2278060004100508,102400,89344,9,NDP.scan 3.2.15,2008/05/16,ok,
a195e249-357f-11eb-acce-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e249-357f-11eb-acce-001a7dda7111.ndpi,1116.058547,hamamatsu,,40,0.227811190085657,0.2278060004100508,73728,77824,11,NDP.scan 3.2.15,2008/05/16,ok,
a195e24e-357f-11eb-8cc5-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e24e-357f-11eb-8cc5-001a7dda7111.ndpi,597.922811,hamamatsu,,40,0.227811190085657,0.2278060004100508,77824,75520,9,NDP.scan 3.2.15,2008/05/16,ok,
a195e250-357f-11eb-94fc-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e250-357f-11eb-94fc-001a7dda7111.ndpi,1595.463466,hamamatsu,,40,0.227811190085657,0.2278060004100508,81920,93184,11,NDP.scan 3.2.15,2008/05/16,ok,
a195e254-357f-11eb-be23-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e254-357f-11eb-be23-001a7dda7111.ndpi,141.081621,hamamatsu,,40,0.227811190085657,0.2278060004100508,36864,38656,9,NDP.scan 3.2.15,2008/05/16,ok,
a195e255-357f-11eb-aed1-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e255-357f-11eb-aed1-001a7dda7111.ndpi,3559.009918,hamamatsu,,40,0.227811190085657,0.2278060004100508,118784,99840,10,NDP.scan 3.2.15,2008/05/16,ok,
a195e256-357f-11eb-87f2-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e256-357f-11eb-87f2-001a7dda7111.ndpi,151.6389,hamamatsu,,40,0.227811190085657,0.2278060004100508,32768,30720,9,NDP.scan 3.2.15,2008/05/16,ok,
a195e259-357f-11eb-ba43-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e259-357f-11eb-ba43-001a7dda7111.ndpi,663.622264,hamamatsu,,40,0.227811190085657,0.2278060004100508,69632,72704,11,NDP.scan 3.2.15,2008/05/16,ok,
a195e263-357f-11eb-aa84-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e263-357f-11eb-aa84-001a7dda7111.ndpi,2886.802969,hamamatsu,,40,0.227811190085657,0.22780081097088706,118784,91648,10,NDP.scan 2.5.85,2008/05/16,ok,
a195e265-357f-11eb-a245-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e265-357f-11eb-a245-001a7dda7111.ndpi,1433.910218,hamamatsu,,40,0.227811190085657,0.22780081097088706,81920,82944,11,NDP.scan 2.5.85,2008/05/16,ok,
a195e269-357f-11eb-a6ab-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e269-357f-11eb-a6ab-001a7dda7111.ndpi,1154.464767,hamamatsu,,40,0.227811190085657,0.2278060004100508,77824,89088,11,NDP.scan 3.2.15,2008/05/16,ok,
a195e26c-357f-11eb-95a8-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e26c-357f-11eb-95a8-001a7dda7111.ndpi,2837.757709,hamamatsu,,40,0.227811190085657,0.22780081097088706,122880,103424,11,NDP.scan 2.5.85,2008/05/16,ok,
a195e26e-357f-11eb-a442-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e26e-357f-11eb-a442-001a7dda7111.ndpi,1612.902704,hamamatsu,,40,0.227811190085657,0.2278060004100508,73728,89088,11,NDP.scan 3.2.15,2008/05/16,ok,
a195e272-357f-11eb-9885-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e272-357f-11eb-9885-001a7dda7111.ndpi,507.597324,hamamatsu,,40,0.227811190085657,0.2278060004100508,69632,59648,9,NDP.scan 3.2.15,2008/05/16,ok,
a195e275-357f-11eb-906a-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e275-357f-11eb-906a-001a7dda7111.ndpi,2867.190505,hamamatsu,,40,0.227811190085657,0.22780081097088706,102400,107264,9,NDP.scan 2.5.85,2008/05/16,ok,
a195e276-357f-11eb-afa4-001a7dda7111.ndpi,data/raw/ebrains/wsi/a195e276-357f-11eb-afa4-001a7dda7111.ndpi,196.869032,hamamatsu,,40,0.227811190085657,0.22780081097088706,61440,52736,10,NDP.scan 2.5.85,2008/05/16,ok,
a19608e8-357f-11eb-ac12-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19608e8-357f-11eb-ac12-001a7dda7111.ndpi,627.298984,hamamatsu,,40,0.227811190085657,0.22780081097088706,77824,62720,9,NDP.scan 2.5.85,2008/05/16,ok,
a19608fd-357f-11eb-8d12-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19608fd-357f-11eb-8d12-001a7dda7111.ndpi,2238.914836,hamamatsu,,40,0.227811190085657,0.2278060004100508,106496,75776,11,NDP.scan 3.2.15,2008/05/16,ok,
a19608fe-357f-11eb-ab16-001a7dda7111.ndpi,data/raw/ebrains/wsi/a19608fe-357f-11eb-ab16-001a7dda7111.ndpi,2717.436683,hamamatsu,,40,0.227811190085657,0.22780081097088706,106496,100096,9,NDP.scan 2.5.85,2008/05/16,ok,
a1960900-357f-11eb-82fc-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960900-357f-11eb-82fc-001a7dda7111.ndpi,353.131568,hamamatsu,,40,0.227811190085657,0.2278060004100508,73728,55296,11,NDP.scan 3.2.15,2008/05/16,ok,
a1960904-357f-11eb-a35d-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960904-357f-11eb-a35d-001a7dda7111.ndpi,229.695703,hamamatsu,,40,0.227811190085657,0.2278060004100508,40960,44800,9,NDP.scan 3.2.15,2008/05/16,ok,
a196090c-357f-11eb-8d54-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196090c-357f-11eb-8d54-001a7dda7111.ndpi,1448.618334,hamamatsu,,40,0.227811190085657,0.2278060004100508,86016,95232,11,NDP.scan 3.2.15,2008/05/16,ok,
a1960910-357f-11eb-93ca-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960910-357f-11eb-93ca-001a7dda7111.ndpi,1889.484965,hamamatsu,,40,0.227811190085657,0.2278060004100508,94208,89856,9,NDP.scan 3.2.15,2008/05/16,ok,
a1960911-357f-11eb-880f-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960911-357f-11eb-880f-001a7dda7111.ndpi,2960.751014,hamamatsu,,40,0.227811190085657,0.22780081097088706,102400,100096,9,NDP.scan 2.5.85,2008/05/16,ok,
a1960913-357f-11eb-9740-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960913-357f-11eb-9740-001a7dda7111.ndpi,110.680241,hamamatsu,,40,0.227811190085657,0.2278060004100508,32768,29184,9,NDP.scan 3.2.15,2008/05/16,ok,
a196091a-357f-11eb-ad55-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196091a-357f-11eb-ad55-001a7dda7111.ndpi,1281.869635,hamamatsu,,40,0.227811190085657,0.2278060004100508,90112,81408,10,NDP.scan 3.2.15,2008/05/16,ok,
a196091b-357f-11eb-ad04-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196091b-357f-11eb-ad04-001a7dda7111.ndpi,1507.274318,hamamatsu,,40,0.227811190085657,0.22780081097088706,98304,100096,9,NDP.scan 2.5.85,2008/05/16,ok,
a196091c-357f-11eb-9e7d-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196091c-357f-11eb-9e7d-001a7dda7111.ndpi,1398.258775,hamamatsu,,40,0.227811190085657,0.2278060004100508,73728,83200,9,NDP.scan 3.2.15,2008/05/16,ok,
a1960927-357f-11eb-ba11-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960927-357f-11eb-ba11-001a7dda7111.ndpi,79.953492,hamamatsu,,40,0.227811190085657,0.2278060004100508,28672,25344,9,NDP.scan 3.2.15,2008/05/16,ok,
a196092c-357f-11eb-b412-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196092c-357f-11eb-b412-001a7dda7111.ndpi,283.332853,hamamatsu,,40,0.227811190085657,0.22780081097088706,49152,42496,10,NDP.scan 2.5.85,2008/05/16,ok,
a196092d-357f-11eb-974f-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196092d-357f-11eb-974f-001a7dda7111.ndpi,1489.740047,hamamatsu,,40,0.227811190085657,0.2278060004100508,94208,88064,11,NDP.scan 3.2.15,2008/05/16,ok,
a1960931-357f-11eb-abad-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960931-357f-11eb-abad-001a7dda7111.ndpi,2747.923182,hamamatsu,,40,0.227811190085657,0.22780081097088706,106496,92160,12,NDP.scan 2.5.85,2008/05/16,ok,
a1960933-357f-11eb-9059-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960933-357f-11eb-9059-001a7dda7111.ndpi,866.157196,hamamatsu,,40,0.227811190085657,0.2278060004100508,86016,67072,10,NDP.scan 3.2.15,2008/05/16,ok,
a1960936-357f-11eb-98e1-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960936-357f-11eb-98e1-001a7dda7111.ndpi,103.415766,hamamatsu,,40,0.227811190085657,0.2278060004100508,28672,33792,10,NDP.scan 3.2.15,2008/05/16,ok,
a1960940-357f-11eb-8fd3-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960940-357f-11eb-8fd3-001a7dda7111.ndpi,529.572089,hamamatsu,,40,0.227811190085657,0.2278060004100508,65536,82432,10,NDP.scan 3.2.15,2008/05/16,ok,
a1960947-357f-11eb-8838-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960947-357f-11eb-8838-001a7dda7111.ndpi,1546.300236,hamamatsu,,40,0.227811190085657,0.22780081097088706,86016,80896,11,NDP.scan 2.5.85,2008/05/16,ok,
a1960948-357f-11eb-bf70-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960948-357f-11eb-bf70-001a7dda7111.ndpi,3638.403192,hamamatsu,,40,0.227811190085657,0.22780081097088706,131072,104192,9,NDP.scan 2.5.85,2008/05/16,ok,
a1960949-357f-11eb-8e9f-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960949-357f-11eb-8e9f-001a7dda7111.ndpi,1940.312677,hamamatsu,,40,0.227811190085657,0.2278060004100508,98304,94464,9,NDP.scan 3.2.15,2008/05/16,ok,
a196095a-357f-11eb-bf18-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196095a-357f-11eb-bf18-001a7dda7111.ndpi,1291.336564,hamamatsu,,40,0.227811190085657,0.22780081097088706,81920,75520,9,NDP.scan 2.5.85,2008/05/16,ok,
a196095b-357f-11eb-8039-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196095b-357f-11eb-8039-001a7dda7111.ndpi,1833.061447,hamamatsu,,40,0.227811190085657,0.22780081097088706,102400,92416,9,NDP.scan 2.5.85,2008/05/16,ok,
a196095f-357f-11eb-a830-001a7dda7111.ndpi,data/raw/ebrains/wsi/a196095f-357f-11eb-a830-001a7dda7111.ndpi,2771.684077,hamamatsu,,40,0.227811190085657,0.22780081097088706,98304,99840,10,NDP.scan 2.5.85,2008/05/16,ok,
a1960962-357f-11eb-a72f-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960962-357f-11eb-a72f-001a7dda7111.ndpi,2235.858922,hamamatsu,,40,0.227811190085657,0.2278060004100508,94208,96000,9,NDP.scan 3.2.15,2008/05/16,ok,
a1960967-357f-11eb-836b-001a7dda7111.ndpi,data/raw/ebrains/wsi/a1960967-357f-11eb-836b-001a7dda7111.ndpi,369.577155,hamamatsu,,40,0.227811190085657,0.22780081097088706,53248,43008,10,NDP.scan 2.5.85,2008/05/16,ok,
